Name,Url,Rating,Tags,Description
IBM Data Analytics with Excel and R,https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel,4.7,"Advertising, Analysis, Analytics, Apache, Big Data, Business Analysis, Communication, Computational Logic, Computer Programming, Data Analysis, Data Analysis Software, Data Management, Data Mining, Data Structures, Data Visualization, Data Visualization Software, Data Warehousing, Databases, Extract, Transform, Load, General Statistics, Leadership and Management, Marketing, NoSQL, Operating Systems, Plot (Graphics), Probability & Statistics, Professional Development, Programming Principles, R Programming, Regression, SQL, Software, Spreadsheet Software, Statistical Analysis, Statistical Programming, Statistical Visualization, System Programming, Theoretical Computer Science","This Professional Certificate is intended for anyone who is seeking to develop the job-ready skills, tools, and portfolio for"
Applied Data Science,https://www.coursera.org/specializations/applied-data-science,4.6,"Algebra, Algorithms, Analysis, Business Analysis, Computational Logic, Computer Programming, Computer Programming Tools, Correlation And Dependence, Data Analysis, Data Clustering Algorithms, Data Management, Data Mining, Data Visualization, Databases, Econometrics, Exploratory Data Analysis, Extract, Transform, Load, General Statistics, Geovisualization, Interactive Data Visualization, Machine Learning, Machine Learning Algorithms, Mathematical Theory & Analysis, Mathematics, Plot (Graphics), Probability & Statistics, Python Programming, Regression, Regression Analysis, SQL, Spreadsheet Software, Statistical Analysis, Statistical Machine Learning, Statistical Programming, Statistical Visualization, Theoretical Computer Science",This action-packed Specialization is for data science enthusiasts who want to acquire practical skills for real world data problems
Data Analysis and Visualization Foundations,https://www.coursera.org/specializations/data-analysis-visualization-foundations,4.7,"Analysis, Analytics, Apache, Big Data, Business Analysis, Computer Programming, Data Analysis, Data Analysis Software, Data Management, Data Mining, Data Structures, Data Visualization, Data Visualization Software, Data Warehousing, Databases, Extract, Transform, Load, General Statistics, Leadership and Management, NoSQL, Operating Systems, Plot (Graphics), Professional Development, Software, Spreadsheet Software, Statistical Visualization, System Programming",Deriving insights from data and communicating findings has become an increasingly important part of virtually every profession. This Specialization prepares
IBM AI Foundations for Business,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,4.7,"Analysis, Applied Machine Learning, Artificial Neural Networks, Cloud Computing, Cloud Platforms, Communication, Computer Vision, Data Analysis, Data Architecture, Data Management, Data Mining, Database Administration, Databases, Deep Learning, Ethics, General Statistics, Leadership and Management, Machine Learning, Machine Learning Algorithms, Probability & Statistics, Regression",This specialization will explain and describe the overall focus areas for business leaders considering AI-based solutions for business challenges
IBM & Darden Digital Strategy,https://www.coursera.org/specializations/digital-strategy,4.7,"Analysis, Analytics, Apache, Applied Machine Learning, Big Data, BlockChain, Business Analysis, Business Design, Business Transformation, Change Management, Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Computer Architecture, Computer Graphics, Computer Networking, Computer Programming, Computer Vision, Data Analysis, Data Management, Data Mining, Data Structures, Data Visualization, Data Visualization Software, Data Warehousing, Databases, Deep Learning, Design and Product, DevOps, Digital Marketing, Entrepreneurship, Extract, Transform, Load, Finance, General Statistics, Human Computer Interaction, IBM Cloud, Interactive Design, Leadership and Management, Machine Learning, Machine Learning Algorithms, Market Analysis, Marketing, Network Architecture, Network Security, NoSQL, Operating Systems, Product Strategy, Professional Development, Research and Design, Sales, Security, Security Engineering, Software Architecture, Software As A Service, Software Engineering, Software Framework, Strategy, Strategy and Operations, System Programming, Theoretical Computer Science",This Specialization was designed to combine the most current business research in digital transformation and strategy with the most up
Python for Everybody,https://www.coursera.org/specializations/python,4.8,"Computational Logic, Computer Networking, Computer Programming, Computer Programming Tools, Data Management, Data Structures, Databases, Extract, Transform, Load, Javascript, Mathematical Theory & Analysis, Mathematics, Modeling, Natural Language Processing, Programming Principles, Python Programming, SQL, Software Architecture, Software Engineering, Statistical Programming, Theoretical Computer Science, Web Development",This Specialization builds on the success of the Python for Everybody course and will introduce fundamental programming concepts including data
Google IT Automation with Python,https://www.coursera.org/professional-certificates/google-it-automation,4.7,"Application Development, Cloud Computing, Cloud Platforms, Computational Logic, Computational Thinking, Computer Programming, Computer Programming Tools, Data Structures, Google Cloud Platform, Leadership and Management, Mathematical Theory & Analysis, Mathematics, Other Programming Languages, Programming Principles, Python Programming, Software, Software Engineering, Software Engineering Tools, Software Testing, Statistical Programming, Theoretical Computer Science, Unit Testing","This beginner-level, six-course certificate, developed by Google, is designed to provide IT professionals with in-demand skills -- including"
IBM Cybersecurity Analyst,https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst,4.6,"Agile Software Development, Application Development, Cloud Computing, Cloud Infrastructure, Cloud Management, Computer Architecture, Computer Networking, Computer Programming, Computer Security Incident Management, Computer Security Models, Cryptography, Cyberattacks, Data Analysis, Data Management, Data Structures, Data Warehousing, Database Administration, Databases, DevOps, Distributed Computing Architecture, Encryption, Entrepreneurship, Finance, Leadership and Management, Marketing, Mathematics, Mobile Development, Mobile Security, Network Analysis, Network Architecture, Network Model, Network Security, Networking Hardware, Operating Systems, Process, Python Programming, Regulations and Compliance, SQL, Sales, Security Engineering, Security Software, Security Strategy, Software Engineering, Software Security, Software Testing, Statistical Programming, Strategy, Strategy and Operations, System Security, Theoretical Computer Science","A growing number of exciting, well-paying jobs in todayâs security industry do not require a college degree. This"
Supervised Machine Learning: Regression and Classification,https://www.coursera.org/learn/machine-learning,4.9,"Linear Algebra, Feature Engineering, Regression, Econometrics, Theoretical Computer Science, Logistic Regression, Mathematics, Machine Learning, Algorithms, Probability & Statistics, Applied Machine Learning, Statistical Machine Learning, General Statistics, Linearity, Linear Regression, Machine Learning Algorithms","In the first course of the Machine Learning Specialization, you will:\nâ¢ Build machine learning models in Python using popular"
Foundations of Project Management,https://www.coursera.org/learn/project-management-foundations,4.9,"Agile Management, Leadership, Change Management, Project Plan, Sales, Planning, Strategy and Operations, Organizational Development, Supply Chain and Logistics, Operations Management, Culture, Leadership and Management, Entrepreneurship, Business Process Management, Business Psychology, Project, Software Engineering, Software Engineering Tools, Communication, Project Management, Human Resources",This course is the first in a series of six to equip you with the skills you need to apply
"Foundations: Data, Data, Everywhere",https://www.coursera.org/learn/foundations-data,4.8,"Business Analysis, Spreadsheet Software, Statistical Programming, Analytics, Data Analysis, Analysis, Software Engineering, Design and Product, Decision Making, Entrepreneurship, Databases, Statistical Analysis, Leadership and Management, Product Design, Data Visualization, Data-Informed Decision-Making, Spreadsheet, Data Management, SQL, Application Development",This is the first course in the Google Data Analytics Certificate. These courses will equip you with the skills you
IT Fundamentals for Cybersecurity,https://www.coursera.org/specializations/it-fundamentals-cybersecurity,4.6,"Application Development, Cloud Computing, Cloud Infrastructure, Cloud Management, Computer Architecture, Computer Networking, Computer Security Incident Management, Cryptography, Cyberattacks, Data Management, Data Structures, Data Warehousing, Database Administration, Databases, Distributed Computing Architecture, Encryption, Finance, Leadership and Management, Network Architecture, Network Security, Networking Hardware, Operating Systems, Regulations and Compliance, SQL, Security, Security Engineering, Security Strategy, Software Engineering, Software Security, Software Testing, Statistical Programming, System Security, Theoretical Computer Science","There are a growing number of exciting, well-paying jobs in todayâs security industry that do not require a"
IBM Data Warehouse Engineer,https://www.coursera.org/professional-certificates/data-warehouse-engineering,4.6,"Apache, Big Data, Business Analysis, Cloud Computing, Cloud Engineering, Computer Architecture, Computer Networking, Computer Programming, Data Architecture, Data Management, Data Model, Data Visualization, Data Visualization Software, Data Warehousing, Database Administration, Database Application, Databases, DevOps, Distributed Computing Architecture, Extract, Transform, Load, Hardware Design, Leadership and Management, Microarchitecture, Network Security, NoSQL, PostgreSQL, Professional Development, Programming Principles, Project Management, Python Programming, Relational Database, SQL, Security Engineering, Security Strategy, Software Architecture, Software Engineering, Statistical Programming, Strategy and Operations, Theoretical Computer Science",This Professional Certificate is intended to help you develop the job-ready skills and portfolio for an entry-level Business
IBM Applied AI,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,4.6,"Applied Machine Learning, Artificial Neural Networks, Cloud API, Cloud Computing, Computational Logic, Computer Graphic Techniques, Computer Graphics, Computer Programming, Computer Vision, Data Management, Deep Learning, Ethics, Extract, Transform, Load, IBM Cloud, Machine Learning, Machine Learning Algorithms, Mathematical Theory & Analysis, Mathematics, Natural Language Processing, Python Programming, Software Engineering, Software Engineering Tools, Statistical Programming, Theoretical Computer Science, Web Development, Web Development Tools","Artificial intelligence (AI) is transforming our world. Whether youâre a student, a developer, or a technology consultant - understanding AI"
IBM Technical Support,https://www.coursera.org/professional-certificates/ibm-technical-support,4.7,"BlockChain, Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Communication, Computer Architecture, Computer Graphics, Computer Networking, Computer Programming, Customer Relationship Management, Customer Success, Customer Support, Cyberattacks, Database Administration, Databases, DevOps, Finance, Human Computer Interaction, IBM Cloud, Interactive Design, Journalism, Leadership and Management, Marketing, Microarchitecture, Mobile Development, Mobile Security, Network Architecture, Network Security, Networking Hardware, Operating Systems, Sales, Security, Security Engineering, Security Software, Software Architecture, Software As A Service, Software Engineering, Software Framework, Software Security, Strategy and Operations, Supply Chain and Logistics, System Programming, System Security, System Software, Theoretical Computer Science, User Experience",Get ready for a rewarding career in Information Technology (IT) - no experience or degree is required to get started. With
Information Technology (IT) and Cloud Fundamentals,https://www.coursera.org/specializations/it-cloud-fundamentals,4.7,"BlockChain, Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Communication, Computer Architecture, Computer Graphics, Computer Networking, Computer Programming, Cyberattacks, Database Administration, Databases, DevOps, Finance, Human Computer Interaction, IBM Cloud, Interactive Design, Journalism, Leadership and Management, Microarchitecture, Mobile Development, Mobile Security, Network Architecture, Network Security, Networking Hardware, Operating Systems, Security, Security Engineering, Security Software, Software Architecture, Software As A Service, Software Engineering, Software Framework, Software Security, System Programming, System Security, System Software, Theoretical Computer Science, User Experience","In todayâs connected world, core knowledge of IT hardware, software, networking, cybersecurity, and cloud technologies is vital for almost"
Technical Support Fundamentals,https://www.coursera.org/learn/technical-support-fundamentals,4.8,"Technical Support, Writing, Troubleshooting, Operating Systems, Internet, Computer Architecture, Virtual Reality, Mathematics, Computer Networking, Theoretical Computer Science, Network Architecture, Communication, Systems Design, Microarchitecture, Software, Computer Graphics, Human Computer Interaction",This course is the first of a series that aims to prepare you for a role as an entry-level
Cloud Application Development Foundations,https://www.coursera.org/specializations/ibm-cloud-application-development-foundations,4.6,"Back-End Web Development, BlockChain, Cloud Applications, Cloud Computing, Cloud Foundry, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Computer Architecture, Computer Graphics, Computer Networking, Computer Programming, Computer Programming Tools, Continuous Delivery, Continuous Integration, Data Management, Databases, DevOps, Devops Tools, Finance, Front-End Web Development, Full-Stack Web Development, HTML and CSS, Human Computer Interaction, IBM Cloud, Interactive Design, Javascript, Network Architecture, Network Security, NoSQL, Operating Systems, Other Web Frameworks, React (web framework), SQL, Security Engineering, Software Architecture, Software As A Service, Software Engineering, Software Framework, Statistical Programming, System Programming, Theoretical Computer Science, Web Design, Web Development, Web Development Tools",This program will equip you with all the key skills and technicalâ¯know-howâ¯to kickstart your career as a
Business Foundations,https://www.coursera.org/specializations/wharton-business-foundations,4.7,"Accounting, Accounts Payable and Receivable, Brand Management, Business Analysis, Communication, Customer Relationship Management, Design and Product, Entrepreneurship, Finance, Financial Accounting, General Accounting, Generally Accepted Accounting Principles (GAAP), Investment Management, Leadership and Management, Market Analysis, Marketing, Marketing Strategy, Media Strategy & Planning, Operational Analysis, Operations Management, Planning, Process Analysis, Product Marketing, Sales, Six Sigma, Strategy, Strategy and Operations, Supply Chain and Logistics, Taxes","In this Specialization, youâll develop basic literacy in the language of business, which you can use to transition to"
"DevOps, Cloud, and Agile Foundations",https://www.coursera.org/specializations/devops-cloud-and-agile-foundations,4.8,"Agile Software Development, BlockChain, Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Collaboration, Communication, Computer Architecture, Computer Graphics, Computer Networking, Computer Programming, Continuous Delivery, Continuous Integration, Design and Product, DevOps, Entrepreneurship, Finance, Human Computer Interaction, IBM Cloud, Interactive Design, Leadership and Management, Network Architecture, Network Security, Operating Systems, Planning, Product Design, Product Development, Project Management, Security, Security Engineering, Software Architecture, Software As A Service, Software Engineering, Software Framework, Software Testing, Strategy and Operations, Supply Chain and Logistics, System Programming, Theoretical Computer Science",DevOps is more than just a fusion of development and operations. It is the cultural change that organizations everywhere are
Introduction to Finance and Accounting,https://www.coursera.org/specializations/finance-accounting,4.6,"Accounting, Accounts Payable and Receivable, Analysis, Budget Management, Business Analysis, Corporate Bond, Data Analysis, Entrepreneurship, Finance, Financial Accounting, Financial Analysis, Flow Network, General Accounting, Generally Accepted Accounting Principles (GAAP), Investment Management, Taxes","This specialization provides an introduction to corporate finance and accounting, emphasizing their application to a wide variety of real-world"
Meta Social Media Marketing,https://www.coursera.org/professional-certificates/facebook-social-media-marketing,4.8,"Advertising, Advertising Campaigns, Audience, Brand Management, Budget Management, Business Communication, Communication, Computer Networking, Data Analysis, Data Visualization, Database Administration, Databases, Digital Marketing, Entrepreneurship, Experiment, Finance, Influencing, Leadership and Management, Market Research, Marketing, Network Security, Presentation, Probability & Statistics, Public Relations, Regulations and Compliance, Research and Design, Sales, Security Engineering, Security Strategy, Social Media, Social Media Platforms, Software Engineering, Software Security, Software Testing, Strategy, Strategy and Operations, Writing",Whether youâve been tinkering with social media platforms for your business already or are completely new to the field
Foundations of User Experience (UX) Design,https://www.coursera.org/learn/foundations-user-experience-design,4.8,"Financial Analysis, User Experience Design, Business Analysis, Accounting, Marketing, Design Sprint, Data Analysis, User-Centered Design, Leadership and Management, Entrepreneurship, Experience, User Experience, Web Development, Research and Design, Design Thinking, Finance, Social Media, Problem Solving, Investment Management, Brand, Web Design, Communication, Personal Advertisement, Personal Branding, Business Psychology, Human Computer Interaction, Brand Management",Foundations of User Experience (UX) Design is the first of a series of seven courses that will equip you with
Finance & Quantitative Modeling for Analysts,https://www.coursera.org/specializations/finance-quantitative-modeling-analysts,4.5,"Accounting, Accounts Payable and Receivable, Analysis, Business Analysis, Data Analysis, Data Analysis Software, Design and Product, Entrepreneurship, Finance, Financial Accounting, Financial Analysis, Forecasting, General Accounting, General Statistics, Investment, Investment Management, Leadership and Management, Market Research, Marketing, Mathematics, Modeling, Probability, Probability & Statistics, Probability Distribution, Product Management, Product Marketing, Regression, Research and Design, Sales, Spreadsheet Software, Strategy, Strategy and Operations, Taxes","The role of an Analyst is dynamic, complex, and driven by a variety of skills. These skills range from a"
DeepLearning.AI TensorFlow Developer,https://www.coursera.org/professional-certificates/tensorflow-in-practice,4.7,"Analysis, Applied Machine Learning, Artificial Neural Networks, Computer Graphic Techniques, Computer Graphics, Computer Programming, Computer Vision, Deep Learning, Entrepreneurship, Forecasting, General Statistics, Machine Learning, Machine Learning Algorithms, Natural Language, Natural Language Processing, Probability & Statistics, Programming Principles, Python Programming, Statistical Machine Learning, Statistical Programming",TensorFlow is one of the most in-demand and popular open-source deep learning frameworks available today. The DeepLearning.AI
"BI Foundations with SQL, ETL and Data Warehousing",https://www.coursera.org/specializations/bi-foundations-sql-etl-data-warehouse,4.6,"Apache, Business Analysis, Cloud Computing, Cloud Engineering, Computer Architecture, Computer Programming, Data Management, Data Visualization, Data Visualization Software, Data Warehousing, Database Administration, Database Application, Databases, Extract, Transform, Load, Microarchitecture, Programming Principles, Python Programming, SQL, Software Architecture, Software Engineering, Statistical Programming, Theoretical Computer Science","Professionals with SQL, ETL, Enterprise Data Warehousing (EDW), Business Intelligence (BI) and Data Analysis skills are in great demand. This"
